TRACK,LABEL,METHOD,CURVE
1,feature.Area.og1.CWHvm_DR_HW_M,,0
1,feature.Area.og1.total,,0
1,feature.Area.og2.CWHvm_DR_HW_M,,1
1,feature.Area.og2.total,,1
1,feature.Area.unmanaged,,2
1,feature.QMD.unmanaged.CWHvm_DR_HW_M,,3
1,feature.Seral.CWHvm_DR_HW_M.immature,,4
1,feature.Seral.CWHvm_DR_HW_M.mature,,5
1,feature.Seral.CWHvm_DR_HW_M.overmature,,6
1,feature.Seral.CWHvm_DR_HW_M.regenerating,,7
1,feature.Seral.CWHvm_DR_HW_M.young,,8
1,feature.Seral.immature,,4
1,feature.Seral.mature,,5
1,feature.Seral.overmature,,6
1,feature.Seral.regenerating,,7
1,feature.Seral.young,,8
1,feature.SpeciesProp.unmanaged.CW,,9
1,feature.SpeciesProp.unmanaged.FDC,,10
1,feature.SpeciesProp.unmanaged.HW,,11
1,feature.Yield.unmanaged.CW,,12
1,feature.Yield.unmanaged.FDC,,13
1,feature.Yield.unmanaged.HW,,14
1,feature.Yield.unmanaged.Total,,15
2,feature.Area.managed,,2
2,feature.Area.og1.CWHvm_DR_HW_M,,0
2,feature.Area.og1.total,,0
2,feature.Area.og2.CWHvm_DR_HW_M,,1
2,feature.Area.og2.total,,1
2,feature.QMD.managed.CWHvm_DR_HW_M,,3
2,feature.Seral.CWHvm_DR_HW_M.immature,,4
2,feature.Seral.CWHvm_DR_HW_M.mature,,5
2,feature.Seral.CWHvm_DR_HW_M.overmature,,6
2,feature.Seral.CWHvm_DR_HW_M.regenerating,,7
2,feature.Seral.CWHvm_DR_HW_M.young,,8
2,feature.Seral.immature,,4
2,feature.Seral.mature,,5
2,feature.Seral.overmature,,6
2,feature.Seral.regenerating,,7
2,feature.Seral.young,,8
2,feature.SpeciesProp.managed.CW,,16
2,feature.SpeciesProp.managed.FDC,,10
2,feature.SpeciesProp.managed.HW,,17
2,feature.Yield.managed.CW,,18
2,feature.Yield.managed.FDC,,19
2,feature.Yield.managed.HW,,20
2,feature.Yield.managed.Total,,21
3,feature.Area.og1.CWHvm_FDC_HW_H,,34
3,feature.Area.og1.total,,34
3,feature.Area.og2.CWHvm_FDC_HW_H,,1
3,feature.Area.og2.total,,1
3,feature.Area.unmanaged,,2
3,feature.QMD.unmanaged.CWHvm_FDC_HW_H,,3
3,feature.Seral.CWHvm_FDC_HW_H.immature,,35
3,feature.Seral.CWHvm_FDC_HW_H.mature,,36
3,feature.Seral.CWHvm_FDC_HW_H.overmature,,37
3,feature.Seral.CWHvm_FDC_HW_H.regenerating,,7
3,feature.Seral.CWHvm_FDC_HW_H.young,,8
3,feature.Seral.immature,,35
3,feature.Seral.mature,,36
3,feature.Seral.overmature,,37
3,feature.Seral.regenerating,,7
3,feature.Seral.young,,8
3,feature.SpeciesProp.unmanaged.CW,,38
3,feature.SpeciesProp.unmanaged.FDC,,39
3,feature.SpeciesProp.unmanaged.HW,,40
3,feature.Yield.unmanaged.CW,,41
3,feature.Yield.unmanaged.FDC,,42
3,feature.Yield.unmanaged.HW,,43
3,feature.Yield.unmanaged.Total,,44
4,feature.Area.managed,,2
4,feature.Area.og1.CWHvm_FDC_HW_H,,34
4,feature.Area.og1.total,,34
4,feature.Area.og2.CWHvm_FDC_HW_H,,1
4,feature.Area.og2.total,,1
4,feature.QMD.managed.CWHvm_FDC_HW_H,,3
4,feature.Seral.CWHvm_FDC_HW_H.immature,,35
4,feature.Seral.CWHvm_FDC_HW_H.mature,,36
4,feature.Seral.CWHvm_FDC_HW_H.overmature,,37
4,feature.Seral.CWHvm_FDC_HW_H.regenerating,,7
4,feature.Seral.CWHvm_FDC_HW_H.young,,8
4,feature.Seral.immature,,35
4,feature.Seral.mature,,36
4,feature.Seral.overmature,,37
4,feature.Seral.regenerating,,7
4,feature.Seral.young,,8
4,feature.SpeciesProp.managed.CW,,38
4,feature.SpeciesProp.managed.FDC,,39
4,feature.SpeciesProp.managed.HW,,40
4,feature.Yield.managed.CW,,45
4,feature.Yield.managed.FDC,,46
4,feature.Yield.managed.HW,,47
4,feature.Yield.managed.Total,,48
5,feature.Area.managed,,2
5,feature.Area.og1.CWHvm_FDC_HW_H,,34
5,feature.Area.og1.total,,34
5,feature.Area.og2.CWHvm_FDC_HW_H,,1
5,feature.Area.og2.total,,1
5,feature.QMD.managed.CWHvm_FDC_HW_H,,3
5,feature.SpeciesProp.managed.CW,,63
5,feature.SpeciesProp.managed.FDC,,64
5,feature.Yield.managed.CW,,65
5,feature.Yield.managed.FDC,,66
5,feature.Yield.managed.Total,,48
6,feature.Area.managed,,2
6,feature.Area.og1.CWHvm_FDC_HW_H,,34
6,feature.Area.og1.total,,34
6,feature.Area.og2.CWHvm_FDC_HW_H,,1
6,feature.Area.og2.total,,1
6,feature.QMD.managed.CWHvm_FDC_HW_H,,3
6,feature.SpeciesProp.managed.CW,,63
6,feature.SpeciesProp.managed.FDC,,64
6,feature.Yield.managed.CW,,78
6,feature.Yield.managed.FDC,,79
6,feature.Yield.managed.Total,,80
7,feature.Area.managed,,2
7,feature.Area.og1.CWHvm_FDC_HW_H,,34
7,feature.Area.og1.total,,34
7,feature.Area.og2.CWHvm_FDC_HW_H,,1
7,feature.Area.og2.total,,1
7,feature.QMD.managed.CWHvm_FDC_HW_H,,3
7,feature.SpeciesProp.managed.CW,,63
7,feature.SpeciesProp.managed.FDC,,64
7,feature.Yield.managed.CW,,85
7,feature.Yield.managed.FDC,,86
7,feature.Yield.managed.Total,,87
8,feature.Area.managed,,2
8,feature.Area.og1.CWHvm_FDC_HW_H,,34
8,feature.Area.og1.total,,34
8,feature.Area.og2.CWHvm_FDC_HW_H,,1
8,feature.Area.og2.total,,1
8,feature.QMD.managed.CWHvm_FDC_HW_H,,3
8,feature.SpeciesProp.managed.CW,,63
8,feature.SpeciesProp.managed.FDC,,64
8,feature.Yield.managed.CW,,92
8,feature.Yield.managed.FDC,,93
8,feature.Yield.managed.Total,,94
9,feature.Area.managed,,2
9,feature.Area.og1.CWHvm_FDC_HW_H,,34
9,feature.Area.og1.total,,34
9,feature.Area.og2.CWHvm_FDC_HW_H,,1
9,feature.Area.og2.total,,1
9,feature.QMD.managed.CWHvm_FDC_HW_H,,3
9,feature.SpeciesProp.managed.CW,,63
9,feature.SpeciesProp.managed.FDC,,64
9,feature.Yield.managed.CW,,99
9,feature.Yield.managed.FDC,,100
9,feature.Yield.managed.Total,,101
10,feature.Area.og1.CWHvm_HW_CW_M,,105
10,feature.Area.og1.total,,105
10,feature.Area.og2.CWHvm_HW_CW_M,,1
10,feature.Area.og2.total,,1
10,feature.Area.unmanaged,,2
10,feature.QMD.unmanaged.CWHvm_HW_CW_M,,3
10,feature.Seral.CWHvm_HW_CW_M.immature,,106
10,feature.Seral.CWHvm_HW_CW_M.mature,,107
10,feature.Seral.CWHvm_HW_CW_M.overmature,,108
10,feature.Seral.CWHvm_HW_CW_M.regenerating,,7
10,feature.Seral.CWHvm_HW_CW_M.young,,8
10,feature.Seral.immature,,106
10,feature.Seral.mature,,107
10,feature.Seral.overmature,,108
10,feature.Seral.regenerating,,7
10,feature.Seral.young,,8
10,feature.SpeciesProp.unmanaged.CW,,11
10,feature.SpeciesProp.unmanaged.FDC,,9
10,feature.SpeciesProp.unmanaged.HW,,109
10,feature.Yield.unmanaged.CW,,110
10,feature.Yield.unmanaged.FDC,,111
10,feature.Yield.unmanaged.HW,,112
10,feature.Yield.unmanaged.Total,,113
11,feature.Area.managed,,2
11,feature.Area.og1.CWHvm_HW_CW_M,,105
11,feature.Area.og1.total,,105
11,feature.Area.og2.CWHvm_HW_CW_M,,1
11,feature.Area.og2.total,,1
11,feature.QMD.managed.CWHvm_HW_CW_M,,3
11,feature.Seral.CWHvm_HW_CW_M.immature,,106
11,feature.Seral.CWHvm_HW_CW_M.mature,,107
11,feature.Seral.CWHvm_HW_CW_M.overmature,,108
11,feature.Seral.CWHvm_HW_CW_M.regenerating,,7
11,feature.Seral.CWHvm_HW_CW_M.young,,8
11,feature.Seral.immature,,106
11,feature.Seral.mature,,107
11,feature.Seral.overmature,,108
11,feature.Seral.regenerating,,7
11,feature.Seral.young,,8
11,feature.SpeciesProp.managed.CW,,11
11,feature.SpeciesProp.managed.FDC,,9
11,feature.SpeciesProp.managed.HW,,109
11,feature.Yield.managed.CW,,114
11,feature.Yield.managed.FDC,,115
11,feature.Yield.managed.HW,,116
11,feature.Yield.managed.Total,,117
12,feature.Area.og1.CWHvm_HW_FDC_H,,130
12,feature.Area.og1.total,,130
12,feature.Area.og2.CWHvm_HW_FDC_H,,1
12,feature.Area.og2.total,,1
